类别,中文名,英文名,模块,来源,引用次数,官方定义链接
CAD（设计 / 建模 / 制图）,基准引用格,Datum_reference_compartment,datum_and_datum_systems,ap242,1,https://www.steptools.com/stds/smrl/data/modules/datum_and_datum_systems/sys/4_info_reqs.htm#datum_and_datum_systems_arm.datum_reference_compartment
CAD（设计 / 建模 / 制图）,基准引用元素,Datum_reference_element,datum_and_datum_systems,ap242,0,https://www.steptools.com/stds/smrl/data/modules/datum_and_datum_systems/sys/4_info_reqs.htm#datum_and_datum_systems_arm.datum_reference_element
CAD（设计 / 建模 / 制图）,基准引用修饰符带值,Datum_reference_modifier_with_value,datum_and_datum_systems,ap242,0,https://www.steptools.com/stds/smrl/data/modules/datum_and_datum_systems/sys/4_info_reqs.htm#datum_and_datum_systems_arm.datum_reference_modifier_with_value
CAD（设计 / 建模 / 制图）,基准系统,Datum_system,datum_and_datum_systems,ap242,14,https://www.steptools.com/stds/smrl/data/modules/datum_and_datum_systems/sys/4_info_reqs.htm#datum_and_datum_systems_arm.datum_system
CAD（设计 / 建模 / 制图）,基准系统带关联模型坐标系统,Datum_system_with_associated_model_coordinate_system,datum_and_datum_systems,ap242,1,https://www.steptools.com/stds/smrl/data/modules/datum_and_datum_systems/sys/4_info_reqs.htm#datum_and_datum_systems_arm.datum_system_with_associated_model_coordinate_system
CAD（设计 / 建模 / 制图）,基准目标,Datum_target,datum_and_datum_systems,ap242,0,https://www.steptools.com/stds/smrl/data/modules/datum_and_datum_systems/sys/4_info_reqs.htm#datum_and_datum_systems_arm.datum_target
CAD（设计 / 建模 / 制图）,基准目标注记,Datum_target_callout,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.datum_target_callout
CAD（设计 / 建模 / 制图）,默认倒角,Default_chamfer,default_setting_association,ap242,0,https://www.steptools.com/stds/smrl/data/modules/default_setting_association/sys/4_info_reqs.htm#default_setting_association_arm.default_chamfer
CAD（设计 / 建模 / 制图）,默认边圆,Default_edge_round,default_setting_association,ap242,0,https://www.steptools.com/stds/smrl/data/modules/default_setting_association/sys/4_info_reqs.htm#default_setting_association_arm.default_edge_round
CAD（设计 / 建模 / 制图）,默认圆角,Default_fillet,default_setting_association,ap242,0,https://www.steptools.com/stds/smrl/data/modules/default_setting_association/sys/4_info_reqs.htm#default_setting_association_arm.default_fillet
CAD（设计 / 建模 / 制图）,默认模型几何视图,Default_model_geometric_view,mechanical_design_presentation_representation_with_draughting,ap242,1,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_presentation_representation_with_draughting/sys/4_info_reqs.htm#mechanical_design_presentation_representation_with_draughting_arm.default_model_geometric_view
CAD（设计 / 建模 / 制图）,默认形状属性,Default_shape_property,default_setting_association,ap242,0,https://www.steptools.com/stds/smrl/data/modules/default_setting_association/sys/4_info_reqs.htm#default_setting_association_arm.default_shape_property
CAD（设计 / 建模 / 制图）,定义字符字形,Defined_character_glyph,text_appearance,ap242,3,https://www.steptools.com/stds/smrl/data/modules/text_appearance/sys/4_info_reqs.htm#text_appearance_arm.defined_character_glyph
CAD（设计 / 建模 / 制图）,定义函数,Defined_function,numeric_expression,ap242,0,https://www.steptools.com/stds/smrl/data/modules/numeric_expression/sys/4_info_reqs.htm#numeric_expression_arm.defined_function
CAD（设计 / 建模 / 制图）,定义齿轮,Defined_gear,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.defined_gear
CAD（设计 / 建模 / 制图）,定义标记,Defined_marking,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.defined_marking
CAD（设计 / 建模 / 制图）,定义螺纹,Defined_thread,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.defined_thread
CAD（设计 / 建模 / 制图）,定义性零件视图用法,Definitional_part_view_usage,part_definition_relationship,ap242,0,https://www.steptools.com/stds/smrl/data/modules/part_definition_relationship/sys/4_info_reqs.htm#part_definition_relationship_arm.definitional_part_view_usage
CAD（设计 / 建模 / 制图）,定义性表示,Definitional_representation,parametric_representation,ap242,1,https://www.steptools.com/stds/smrl/data/modules/parametric_representation/sys/4_info_reqs.htm#parametric_representation_arm.definitional_representation
CAD（设计 / 建模 / 制图）,定义性表示关系,Definitional_representation_relationship,geometric_model_relationship,ap242,0,https://www.steptools.com/stds/smrl/data/modules/geometric_model_relationship/sys/4_info_reqs.htm#geometric_model_relationship_arm.definitional_representation_relationship
CAD（设计 / 建模 / 制图）,退化参数曲线,Degenerate_pcurve,basic_geometry,ap242,0,https://www.steptools.com/stds/smrl/data/modules/basic_geometry/sys/4_info_reqs.htm#basic_geometry_arm.degenerate_pcurve
CAD（设计 / 建模 / 制图）,派生形状元素,Derived_shape_element,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.derived_shape_element
CAD（设计 / 建模 / 制图）,派生单位,Derived_unit,value_with_unit,ap242,1,https://www.steptools.com/stds/smrl/data/modules/value_with_unit/sys/4_info_reqs.htm#value_with_unit_arm.derived_unit
CAD（设计 / 建模 / 制图）,派生单位元素,Derived_unit_element,value_with_unit,ap242,0,https://www.steptools.com/stds/smrl/data/modules/value_with_unit/sys/4_info_reqs.htm#value_with_unit_arm.derived_unit_element
CAD（设计 / 建模 / 制图）,设计约束上下文关联,Design_constraint_context_association,specification_control,ap242,0,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/4_info_reqs.htm#specification_control_arm.design_constraint_context_association
CAD（设计 / 建模 / 制图）,详细几何模型元素,Detailed_geometric_model_element,elemental_geometric_shape,ap242,5,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.detailed_geometric_model_element
CAD（设计 / 建模 / 制图）,详细几何模型元素关系,Detailed_geometric_model_element_relationship,extended_basic_geometry,ap242,0,https://www.steptools.com/stds/smrl/data/modules/extended_basic_geometry/sys/4_info_reqs.htm#extended_basic_geometry_arm.detailed_geometric_model_element_relationship
CAD（设计 / 建模 / 制图）,详细拓扑模型元素,Detailed_topological_model_element,elemental_topology,ap242,3,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.detailed_topological_model_element
CAD（设计 / 建模 / 制图）,对角滚花,Diagonal_knurl,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.diagonal_knurl
CAD（设计 / 建模 / 制图）,直径尺寸,Diameter_size,dimension_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.diameter_size
CAD（设计 / 建模 / 制图）,直径锥度,Diameter_taper,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.diameter_taper
CAD（设计 / 建模 / 制图）,菱形滚花,Diamond_knurl,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.diamond_knurl
CAD（设计 / 建模 / 制图）,介电常量数据元素,Dielectric_constant_data_element,value_with_unit_extension,ap242,0,https://www.steptools.com/stds/smrl/data/modules/value_with_unit_extension/sys/4_info_reqs.htm#value_with_unit_extension_arm.dielectric_constant_data_element
CAD（设计 / 建模 / 制图）,尺寸,Dimension,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.dimension
CAD（设计 / 建模 / 制图）,尺寸注记,Dimension_callout,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.dimension_callout
CAD（设计 / 建模 / 制图）,尺寸注记关系,Dimension_callout_relationship,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.dimension_callout_relationship
CAD（设计 / 建模 / 制图）,尺寸曲线,Dimension_curve,draughting_element,ap242,1,https://www.steptools.com/stds/smrl/data/modules/draughting_element/sys/4_info_reqs.htm#draughting_element_arm.dimension_curve
CAD（设计 / 建模 / 制图）,尺寸曲线有向注记,Dimension_curve_directed_callout,draughting_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element/sys/4_info_reqs.htm#draughting_element_arm.dimension_curve_directed_callout
CAD（设计 / 建模 / 制图）,尺寸曲线终止符,Dimension_curve_terminator,draughting_annotation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_annotation/sys/4_info_reqs.htm#draughting_annotation_arm.dimension_curve_terminator
CAD（设计 / 建模 / 制图）,尺寸曲线终止符到投影曲线关联性,Dimension_curve_terminator_to_projection_curve_associativity,dimension_and_tolerance_callouts,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_and_tolerance_callouts/sys/4_info_reqs.htm#dimension_and_tolerance_callouts_arm.dimension_curve_terminator_to_projection_curve_associativity
CAD（设计 / 建模 / 制图）,尺寸前缀,Dimension_prefix,draughting_element_specialisations,ap242,1,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.dimension_prefix
CAD（设计 / 建模 / 制图）,尺寸序列副,Dimension_sequence_pair,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.dimension_sequence_pair
CAD（设计 / 建模 / 制图）,尺寸后缀,Dimension_suffix,draughting_element_specialisations,ap242,1,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.dimension_suffix
CAD（设计 / 建模 / 制图）,尺寸符号,Dimension_symbol,draughting_annotation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_annotation/sys/4_info_reqs.htm#draughting_annotation_arm.dimension_symbol
CAD（设计 / 建模 / 制图）,尺寸文本,Dimension_text,associative_text,ap242,5,https://www.steptools.com/stds/smrl/data/modules/associative_text/sys/4_info_reqs.htm#associative_text_arm.dimension_text
CAD（设计 / 建模 / 制图）,尺寸值,Dimension_value,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.dimension_value
CAD（设计 / 建模 / 制图）,尺寸值带限制,Dimension_value_with_limitation,dimension_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.dimension_value_with_limitation
CAD（设计 / 建模 / 制图）,尺寸位置,Dimensional_location,dimension_tolerance,ap242,4,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.dimensional_location
CAD（设计 / 建模 / 制图）,尺寸位置带基准特征,Dimensional_location_with_datum_feature,dimension_tolerance,ap242,1,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.dimensional_location_with_datum_feature
CAD（设计 / 建模 / 制图）,尺寸尺寸,Dimensional_size,dimension_tolerance,ap242,4,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.dimensional_size
CAD（设计 / 建模 / 制图）,尺寸尺寸带基准特征,Dimensional_size_with_datum_feature,dimension_tolerance,ap242,1,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.dimensional_size_with_datum_feature
CAD（设计 / 建模 / 制图）,有向或有向公差区域,Directed_or_oriented_tolerance_zone,geometric_tolerance,ap242,6,https://www.steptools.com/stds/smrl/data/modules/geometric_tolerance/sys/4_info_reqs.htm#geometric_tolerance_arm.directed_or_oriented_tolerance_zone
CAD（设计 / 建模 / 制图）,有向锥度,Directed_taper,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.directed_taper
CAD（设计 / 建模 / 制图）,有向公差区域,Directed_tolerance_zone,geometric_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/geometric_tolerance/sys/4_info_reqs.htm#geometric_tolerance_arm.directed_tolerance_zone
CAD（设计 / 建模 / 制图）,方向,Direction,elemental_geometric_shape,ap242,38,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.direction
CAD（设计 / 建模 / 制图）,方向元素,Direction_element,machining_features,ap242,10,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.direction_element
CAD（设计 / 建模 / 制图）,整除表达式,Div_expression,numeric_expression,ap242,0,https://www.steptools.com/stds/smrl/data/modules/numeric_expression/sys/4_info_reqs.htm#numeric_expression_arm.div_expression
CAD（设计 / 建模 / 制图）,文档属性表示,Document_property_representation,document_properties,ap242,2,https://www.steptools.com/stds/smrl/data/modules/document_properties/sys/4_info_reqs.htm#document_properties_arm.document_property_representation
CAD（设计 / 建模 / 制图）,剂量等效数据元素,Dose_equivalent_data_element,value_with_unit_extension,ap242,0,https://www.steptools.com/stds/smrl/data/modules/value_with_unit_extension/sys/4_info_reqs.htm#value_with_unit_extension_arm.dose_equivalent_data_element
CAD（设计 / 建模 / 制图）,制图注记,Draughting_callout,draughting_element,ap242,5,https://www.steptools.com/stds/smrl/data/modules/draughting_element/sys/4_info_reqs.htm#draughting_element_arm.draughting_callout
CAD（设计 / 建模 / 制图）,制图元素,Draughting_element,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.draughting_element
CAD（设计 / 建模 / 制图）,制图模型,Draughting_model,associative_draughting_elements,ap242,2,https://www.steptools.com/stds/smrl/data/modules/associative_draughting_elements/sys/4_info_reqs.htm#associative_draughting_elements_arm.draughting_model
CAD（设计 / 建模 / 制图）,制图模型项关联,Draughting_model_item_association,associative_draughting_elements,ap242,0,https://www.steptools.com/stds/smrl/data/modules/associative_draughting_elements/sys/4_info_reqs.htm#associative_draughting_elements_arm.draughting_model_item_association
CAD（设计 / 建模 / 制图）,制图模型项关联带占位符,Draughting_model_item_association_with_placeholder,dimension_and_tolerance_callouts,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_and_tolerance_callouts/sys/4_info_reqs.htm#dimension_and_tolerance_callouts_arm.draughting_model_item_association_with_placeholder
CAD（设计 / 建模 / 制图）,制图预定义文本字体,Draughting_pre_defined_text_font,text_appearance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/text_appearance/sys/4_info_reqs.htm#text_appearance_arm.draughting_pre_defined_text_font
CAD（设计 / 建模 / 制图）,持续时间,Duration,value_with_unit,ap242,11,https://www.steptools.com/stds/smrl/data/modules/value_with_unit/sys/4_info_reqs.htm#value_with_unit_arm.duration
CAD（设计 / 建模 / 制图）,偏心圆锥,Eccentric_cone,primitive_solids,ap242,0,https://www.steptools.com/stds/smrl/data/modules/primitive_solids/sys/4_info_reqs.htm#primitive_solids_arm.eccentric_cone
CAD（设计 / 建模 / 制图）,边,Edge,elemental_topology,ap242,1,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.edge
CAD（设计 / 建模 / 制图）,边基于线框形状表示,Edge_based_wireframe_shape_representation,edge_based_wireframe,ap242,1,https://www.steptools.com/stds/smrl/data/modules/edge_based_wireframe/sys/4_info_reqs.htm#edge_based_wireframe_arm.edge_based_wireframe_shape_representation
CAD（设计 / 建模 / 制图）,边曲线,Edge_curve,basic_geometric_topology,ap242,3,https://www.steptools.com/stds/smrl/data/modules/basic_geometric_topology/sys/4_info_reqs.htm#basic_geometric_topology_arm.edge_curve
CAD（设计 / 建模 / 制图）,边环,Edge_loop,elemental_topology,ap242,1,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.edge_loop
CAD（设计 / 建模 / 制图）,边的未定义形状尺寸,Edge_of_undefined_shape_size,dimension_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.edge_of_undefined_shape_size
CAD（设计 / 建模 / 制图）,边圆,Edge_round,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.edge_round
CAD（设计 / 建模 / 制图）,电电荷数据元素,Electric_charge_data_element,value_with_unit_extension,ap242,0,https://www.steptools.com/stds/smrl/data/modules/value_with_unit_extension/sys/4_info_reqs.htm#value_with_unit_extension_arm.electric_charge_data_element
CAD（设计 / 建模 / 制图）,电电流数据元素,Electric_current_data_element,value_with_unit_extension,ap242,0,https://www.steptools.com/stds/smrl/data/modules/value_with_unit_extension/sys/4_info_reqs.htm#value_with_unit_extension_arm.electric_current_data_element
CAD（设计 / 建模 / 制图）,电电流单位,Electric_current_unit,value_with_unit,ap242,0,https://www.steptools.com/stds/smrl/data/modules/value_with_unit/sys/4_info_reqs.htm#value_with_unit_arm.electric_current_unit
CAD（设计 / 建模 / 制图）,电电位数据元素,Electric_potential_data_element,value_with_unit_extension,ap242,0,https://www.steptools.com/stds/smrl/data/modules/value_with_unit_extension/sys/4_info_reqs.htm#value_with_unit_extension_arm.electric_potential_data_element
CAD（设计 / 建模 / 制图）,基本边界表示形状表示,Elementary_brep_shape_representation,elementary_boundary_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_boundary_representation/sys/4_info_reqs.htm#elementary_boundary_representation_arm.elementary_brep_shape_representation
CAD（设计 / 建模 / 制图）,椭圆,Ellipse,basic_geometry,ap242,0,https://www.steptools.com/stds/smrl/data/modules/basic_geometry/sys/4_info_reqs.htm#basic_geometry_arm.ellipse
CAD（设计 / 建模 / 制图）,椭球,Ellipsoid,primitive_solids,ap242,0,https://www.steptools.com/stds/smrl/data/modules/primitive_solids/sys/4_info_reqs.htm#primitive_solids_arm.ellipsoid
CAD（设计 / 建模 / 制图）,能量数据元素,Energy_data_element,value_with_unit_extension,ap242,0,https://www.steptools.com/stds/smrl/data/modules/value_with_unit_extension/sys/4_info_reqs.htm#value_with_unit_extension_arm.energy_data_element
CAD（设计 / 建模 / 制图）,环境,Environment,generic_expression,ap242,0,https://www.steptools.com/stds/smrl/data/modules/generic_expression/sys/4_info_reqs.htm#generic_expression_arm.environment
CAD（设计 / 建模 / 制图）,等于表达式,Equals_expression,numeric_expression,ap242,0,https://www.steptools.com/stds/smrl/data/modules/numeric_expression/sys/4_info_reqs.htm#numeric_expression_arm.equals_expression
CAD（设计 / 建模 / 制图）,指数函数,Exp_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.exp_function
CAD（设计 / 建模 / 制图）,展开不确定度,Expanded_uncertainty,qualified_measure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/qualified_measure/sys/4_info_reqs.htm#qualified_measure_arm.expanded_uncertainty
CAD（设计 / 建模 / 制图）,显式组合孔,Explicit_composite_hole,mechanical_design_features_and_requirements,ap242,0,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_features_and_requirements/sys/4_info_reqs.htm#mechanical_design_features_and_requirements_arm.explicit_composite_hole
CAD（设计 / 建模 / 制图）,显式圆孔,Explicit_round_hole,mechanical_design_features_and_requirements,ap242,0,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_features_and_requirements/sys/4_info_reqs.htm#mechanical_design_features_and_requirements_arm.explicit_round_hole
CAD（设计 / 建模 / 制图）,表达式,Expression,numeric_expression,ap242,0,https://www.steptools.com/stds/smrl/data/modules/numeric_expression/sys/4_info_reqs.htm#numeric_expression_arm.expression
CAD（设计 / 建模 / 制图）,扩展视觉外观,Extended_visual_appearance,surface_conditions,ap242,0,https://www.steptools.com/stds/smrl/data/modules/surface_conditions/sys/4_info_reqs.htm#surface_conditions_arm.extended_visual_appearance
CAD（设计 / 建模 / 制图）,扩展,Extension,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.extension
CAD（设计 / 建模 / 制图）,外部类带属性,External_class_with_attributes,classification_with_attributes,ap242,0,https://www.steptools.com/stds/smrl/data/modules/classification_with_attributes/sys/4_info_reqs.htm#classification_with_attributes_arm.external_class_with_attributes
CAD（设计 / 建模 / 制图）,外部几何模型,External_geometric_model,external_model,ap242,1,https://www.steptools.com/stds/smrl/data/modules/external_model/sys/4_info_reqs.htm#external_model_arm.external_geometric_model
CAD（设计 / 建模 / 制图）,外部表示项,External_representation_item,external_representation_item,ap242,0,https://www.steptools.com/stds/smrl/data/modules/external_representation_item/sys/4_info_reqs.htm#external_representation_item_arm.external_representation_item
CAD（设计 / 建模 / 制图）,外部字符串表示项,External_string_representation_item,external_representation_item,ap242,0,https://www.steptools.com/stds/smrl/data/modules/external_representation_item/sys/4_info_reqs.htm#external_representation_item_arm.external_string_representation_item
CAD（设计 / 建模 / 制图）,外部定义颜色,Externally_defined_colour,colour,ap242,0,https://www.steptools.com/stds/smrl/data/modules/colour/sys/4_info_reqs.htm#colour_arm.externally_defined_colour
CAD（设计 / 建模 / 制图）,外部定义曲线字体,Externally_defined_curve_font,styled_curve,ap242,0,https://www.steptools.com/stds/smrl/data/modules/styled_curve/sys/4_info_reqs.htm#styled_curve_arm.externally_defined_curve_font
CAD（设计 / 建模 / 制图）,外部定义剖面线样式,Externally_defined_hatch_style,fill_area_style,ap242,0,https://www.steptools.com/stds/smrl/data/modules/fill_area_style/sys/4_info_reqs.htm#fill_area_style_arm.externally_defined_hatch_style
CAD（设计 / 建模 / 制图）,外部定义标记,Externally_defined_marker,curve_appearance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/curve_appearance/sys/4_info_reqs.htm#curve_appearance_arm.externally_defined_marker
CAD（设计 / 建模 / 制图）,外部定义表示,Externally_defined_representation,external_representation_item,ap242,1,https://www.steptools.com/stds/smrl/data/modules/external_representation_item/sys/4_info_reqs.htm#external_representation_item_arm.externally_defined_representation
CAD（设计 / 建模 / 制图）,外部定义终止符,Externally_defined_terminator,curve_appearance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/curve_appearance/sys/4_info_reqs.htm#curve_appearance_arm.externally_defined_terminator
CAD（设计 / 建模 / 制图）,外部定义文本字体,Externally_defined_text_font,text_appearance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/text_appearance/sys/4_info_reqs.htm#text_appearance_arm.externally_defined_text_font
CAD（设计 / 建模 / 制图）,外部定义瓦片样式,Externally_defined_tile_style,fill_area_style,ap242,0,https://www.steptools.com/stds/smrl/data/modules/fill_area_style/sys/4_info_reqs.htm#fill_area_style_arm.externally_defined_tile_style
CAD（设计 / 建模 / 制图）,外部定义类型限定符,Externally_defined_type_qualifier,characteristic,ap242,0,https://www.steptools.com/stds/smrl/data/modules/characteristic/sys/4_info_reqs.htm#characteristic_arm.externally_defined_type_qualifier
CAD（设计 / 建模 / 制图）,拉伸面实体,Extruded_face_solid,primitive_solids,ap242,0,https://www.steptools.com/stds/smrl/data/modules/primitive_solids/sys/4_info_reqs.htm#primitive_solids_arm.extruded_face_solid
CAD（设计 / 建模 / 制图）,拉伸曲面,Extruded_surface,basic_geometry,ap242,0,https://www.steptools.com/stds/smrl/data/modules/basic_geometry/sys/4_info_reqs.htm#basic_geometry_arm.extruded_surface
CAD（设计 / 建模 / 制图）,面,Face,elemental_topology,ap242,1,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.face
CAD（设计 / 建模 / 制图）,面界,Face_bound,elemental_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.face_bound
CAD（设计 / 建模 / 制图）,面外界,Face_outer_bound,elemental_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.face_outer_bound
CAD（设计 / 建模 / 制图）,面形状元素,Face_shape_element,machining_features,ap242,13,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.face_shape_element
CAD（设计 / 建模 / 制图）,面形状元素关系,Face_shape_element_relationship,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.face_shape_element_relationship
CAD（设计 / 建模 / 制图）,面曲面,Face_surface,basic_geometric_topology,ap242,2,https://www.steptools.com/stds/smrl/data/modules/basic_geometric_topology/sys/4_info_reqs.htm#basic_geometric_topology_arm.face_surface
CAD（设计 / 建模 / 制图）,分面边界表示形状表示,Faceted_brep_shape_representation,faceted_boundary_representation,ap242,1,https://www.steptools.com/stds/smrl/data/modules/faceted_boundary_representation/sys/4_info_reqs.htm#faceted_boundary_representation_arm.faceted_brep_shape_representation
CAD（设计 / 建模 / 制图）,分面基本体,Faceted_primitive,primitive_solids,ap242,0,https://www.steptools.com/stds/smrl/data/modules/primitive_solids/sys/4_info_reqs.htm#primitive_solids_arm.faceted_primitive
CAD（设计 / 建模 / 制图）,特征定义带连接面积,Feature_definition_with_connection_area,feature_and_connection_zone,ap242,0,https://www.steptools.com/stds/smrl/data/modules/feature_and_connection_zone/sys/4_info_reqs.htm#feature_and_connection_zone_arm.feature_definition_with_connection_area
CAD（设计 / 建模 / 制图）,填充面积,Fill_area,draughting_element,ap242,1,https://www.steptools.com/stds/smrl/data/modules/draughting_element/sys/4_info_reqs.htm#draughting_element_arm.fill_area
CAD（设计 / 建模 / 制图）,圆角,Fillet,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.fillet
CAD（设计 / 建模 / 制图）,第一倒角偏置,First_chamfer_offset,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.first_chamfer_offset
CAD（设计 / 建模 / 制图）,平面孔底部,Flat_hole_bottom,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.flat_hole_bottom
CAD（设计 / 建模 / 制图）,平面槽端类型,Flat_slot_end_type,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.flat_slot_end_type
CAD（设计 / 建模 / 制图）,平面带半径孔底部,Flat_with_radius_hole_bottom,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.flat_with_radius_hole_bottom
CAD（设计 / 建模 / 制图）,平面带锥度孔底部,Flat_with_taper_hole_bottom,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.flat_with_taper_hole_bottom
CAD（设计 / 建模 / 制图）,平面度公差,Flatness_tolerance,geometric_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/geometric_tolerance/sys/4_info_reqs.htm#geometric_tolerance_arm.flatness_tolerance
CAD（设计 / 建模 / 制图）,力数据元素,Force_data_element,value_with_unit_extension,ap242,0,https://www.steptools.com/stds/smrl/data/modules/value_with_unit_extension/sys/4_info_reqs.htm#value_with_unit_extension_arm.force_data_element
