中文名,英文名,概念名,模块,来源,引用次数,官方定义链接
加减带公差基准,Plus_minus_toleranced_datum,plus_minus_toleranced_datum,default_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/default_tolerance/sys/4_info_reqs.htm#default_tolerance_arm.plus_minus_toleranced_datum
有效编号的数字,Significant_number_of_digits,significant_number_of_digits,default_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/default_tolerance/sys/4_info_reqs.htm#default_tolerance_arm.significant_number_of_digits
公差表单元,Tolerance_table_cell,tolerance_table_cell,default_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/default_tolerance/sys/4_info_reqs.htm#default_tolerance_arm.tolerance_table_cell
上下极限,Upper_lower_limit,upper_lower_limit,default_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/default_tolerance/sys/4_info_reqs.htm#default_tolerance_arm.upper_lower_limit
上下带公差基准,Upper_lower_toleranced_datum,upper_lower_toleranced_datum,default_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/default_tolerance/sys/4_info_reqs.htm#default_tolerance_arm.upper_lower_toleranced_datum
顶点,Apex,apex,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.apex
中心轴,Centre_axis,centre_axis,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.centre_axis
中心的对称度,Centre_of_symmetry,centre_of_symmetry,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.centre_of_symmetry
中心平面,Centre_plane,centre_plane,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.centre_plane
中心点,Centre_point,centre_point,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.centre_point
派生形状元素,Derived_shape_element,derived_shape_element,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.derived_shape_element
扩展,Extension,extension,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.extension
几何对齐,Geometric_alignment,geometric_alignment,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.geometric_alignment
几何接触,Geometric_contact,geometric_contact,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.geometric_contact
几何相交,Geometric_intersection,geometric_intersection,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.geometric_intersection
中位曲线,Median_curve,median_curve,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.median_curve
中位曲面,Median_surface,median_surface,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.median_surface
偏置形状元素,Offset_shape_element,offset_shape_element,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.offset_shape_element
平行偏置,Parallel_offset,parallel_offset,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.parallel_offset
垂直到,Perpendicular_to,perpendicular_to,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.perpendicular_to
相切,Tangent,tangent,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.tangent
相切平面,Tangent_plane,tangent_plane,derived_shape_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/derived_shape_element/sys/4_info_reqs.htm#derived_shape_element_arm.tangent_plane
文档带附加类别,Document_with_additional_categories,document_with_additional_categories,design_product_data_management,ap242,0,https://www.steptools.com/stds/smrl/data/modules/design_product_data_management/sys/4_info_reqs.htm#design_product_data_management_arm.document_with_additional_categories
零件带附加类别,Part_with_additional_categories,part_with_additional_categories,design_product_data_management,ap242,0,https://www.steptools.com/stds/smrl/data/modules/design_product_data_management/sys/4_info_reqs.htm#design_product_data_management_arm.part_with_additional_categories
标注占位符实例,Annotation_placeholder_occurrence,annotation_placeholder_occurrence,dimension_and_tolerance_callouts,ap242,1,https://www.steptools.com/stds/smrl/data/modules/dimension_and_tolerance_callouts/sys/4_info_reqs.htm#dimension_and_tolerance_callouts_arm.annotation_placeholder_occurrence
关联尺寸文本,Associated_dimension_text,associated_dimension_text,dimension_and_tolerance_callouts,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_and_tolerance_callouts/sys/4_info_reqs.htm#dimension_and_tolerance_callouts_arm.associated_dimension_text
尺寸曲线终止符到投影曲线关联性,Dimension_curve_terminator_to_projection_curve_associativity,dimension_curve_terminator_to_projection_curve_associativity,dimension_and_tolerance_callouts,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_and_tolerance_callouts/sys/4_info_reqs.htm#dimension_and_tolerance_callouts_arm.dimension_curve_terminator_to_projection_curve_associativity
制图模型项关联带占位符,Draughting_model_item_association_with_placeholder,draughting_model_item_association_with_placeholder,dimension_and_tolerance_callouts,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_and_tolerance_callouts/sys/4_info_reqs.htm#dimension_and_tolerance_callouts_arm.draughting_model_item_association_with_placeholder
几何占位符集合,Geometric_placeholder_set,geometric_placeholder_set,dimension_and_tolerance_callouts,ap242,1,https://www.steptools.com/stds/smrl/data/modules/dimension_and_tolerance_callouts/sys/4_info_reqs.htm#dimension_and_tolerance_callouts_arm.geometric_placeholder_set
角加减边界,Angle_plus_minus_bounds,angle_plus_minus_bounds,dimension_tolerance,ap242,2,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.angle_plus_minus_bounds
角度位置,Angular_location,angular_location,dimension_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.angular_location
角度尺寸,Angular_size,angular_size,dimension_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.angular_size
曲线距离,Curved_distance,curved_distance,dimension_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.curved_distance
曲线尺寸,Curved_size,curved_size,dimension_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.curved_size
直径尺寸,Diameter_size,diameter_size,dimension_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.diameter_size
尺寸值带限制,Dimension_value_with_limitation,dimension_value_with_limitation,dimension_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.dimension_value_with_limitation
尺寸位置,Dimensional_location,dimensional_location,dimension_tolerance,ap242,4,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.dimensional_location
尺寸位置带基准特征,Dimensional_location_with_datum_feature,dimensional_location_with_datum_feature,dimension_tolerance,ap242,1,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.dimensional_location_with_datum_feature
尺寸尺寸,Dimensional_size,dimensional_size,dimension_tolerance,ap242,4,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.dimensional_size
尺寸尺寸带基准特征,Dimensional_size_with_datum_feature,dimensional_size_with_datum_feature,dimension_tolerance,ap242,1,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.dimensional_size_with_datum_feature
边的未定义形状尺寸,Edge_of_undefined_shape_size,edge_of_undefined_shape_size,dimension_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.edge_of_undefined_shape_size
几何尺寸,Geometric_dimension,geometric_dimension,dimension_tolerance,ap242,3,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.geometric_dimension
长度加减边界,Length_plus_minus_bounds,length_plus_minus_bounds,dimension_tolerance,ap242,7,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.length_plus_minus_bounds
极限与配合,Limits_and_fits,limits_and_fits,dimension_tolerance,ap242,1,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.limits_and_fits
线性距离,Linear_distance,linear_distance,dimension_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.linear_distance
加工特征尺寸,Machining_feature_size,machining_feature_size,dimension_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.machining_feature_size
测量路径,Measurement_path,measurement_path,dimension_tolerance,ap242,2,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.measurement_path
加减边界,Plus_minus_bounds,plus_minus_bounds,dimension_tolerance,ap242,1,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.plus_minus_bounds
径向尺寸,Radial_size,radial_size,dimension_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.radial_size
厚度尺寸,Thickness_size,thickness_size,dimension_tolerance,ap242,1,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.thickness_size
公差范围,Tolerance_range,tolerance_range,dimension_tolerance,ap242,0,https://www.steptools.com/stds/smrl/data/modules/dimension_tolerance/sys/4_info_reqs.htm#dimension_tolerance_arm.tolerance_range
文档,Document,document,document_and_version_identification,ap242,6,https://www.steptools.com/stds/smrl/data/modules/document_and_version_identification/sys/4_info_reqs.htm#document_and_version_identification_arm.document
文档版本,Document_version,document_version,document_and_version_identification,ap242,9,https://www.steptools.com/stds/smrl/data/modules/document_and_version_identification/sys/4_info_reqs.htm#document_and_version_identification_arm.document_version
文档赋值,Document_assignment,document_assignment,document_assignment,ap242,3,https://www.steptools.com/stds/smrl/data/modules/document_assignment/sys/4_info_reqs.htm#document_assignment_arm.document_assignment
部分文档赋值,Partial_document_assignment,partial_document_assignment,document_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/document_assignment/sys/4_info_reqs.htm#document_assignment_arm.partial_document_assignment
数字文档定义,Digital_document_definition,digital_document_definition,document_definition,ap242,7,https://www.steptools.com/stds/smrl/data/modules/document_definition/sys/4_info_reqs.htm#document_definition_arm.digital_document_definition
文档定义,Document_definition,document_definition,document_definition,ap242,7,https://www.steptools.com/stds/smrl/data/modules/document_definition/sys/4_info_reqs.htm#document_definition_arm.document_definition
文档位置标识,Document_location_identification,document_location_identification,document_definition,ap242,0,https://www.steptools.com/stds/smrl/data/modules/document_definition/sys/4_info_reqs.htm#document_definition_arm.document_location_identification
物理文档定义,Physical_document_definition,physical_document_definition,document_definition,ap242,6,https://www.steptools.com/stds/smrl/data/modules/document_definition/sys/4_info_reqs.htm#document_definition_arm.physical_document_definition
赋值文档属性,Assigned_document_property,assigned_document_property,document_properties,ap242,0,https://www.steptools.com/stds/smrl/data/modules/document_properties/sys/4_info_reqs.htm#document_properties_arm.assigned_document_property
描述文档属性,Descriptive_document_property,descriptive_document_property,document_properties,ap242,1,https://www.steptools.com/stds/smrl/data/modules/document_properties/sys/4_info_reqs.htm#document_properties_arm.descriptive_document_property
文档属性表示,Document_property_representation,document_property_representation,document_properties,ap242,2,https://www.steptools.com/stds/smrl/data/modules/document_properties/sys/4_info_reqs.htm#document_properties_arm.document_property_representation
数值文档属性,Numerical_document_property,numerical_document_property,document_properties,ap242,0,https://www.steptools.com/stds/smrl/data/modules/document_properties/sys/4_info_reqs.htm#document_properties_arm.numerical_document_property
文档定义关系,Document_definition_relationship,document_definition_relationship,document_structure,ap242,4,https://www.steptools.com/stds/smrl/data/modules/document_structure/sys/4_info_reqs.htm#document_structure_arm.document_definition_relationship
文件关系,File_relationship,file_relationship,document_structure,ap242,3,https://www.steptools.com/stds/smrl/data/modules/document_structure/sys/4_info_reqs.htm#document_structure_arm.file_relationship
标注子图,Annotation_subfigure,annotation_subfigure,draughting_annotation,ap242,1,https://www.steptools.com/stds/smrl/data/modules/draughting_annotation/sys/4_info_reqs.htm#draughting_annotation_arm.annotation_subfigure
标注符号,Annotation_symbol,annotation_symbol,draughting_annotation,ap242,1,https://www.steptools.com/stds/smrl/data/modules/draughting_annotation/sys/4_info_reqs.htm#draughting_annotation_arm.annotation_symbol
尺寸曲线终止符,Dimension_curve_terminator,dimension_curve_terminator,draughting_annotation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_annotation/sys/4_info_reqs.htm#draughting_annotation_arm.dimension_curve_terminator
尺寸符号,Dimension_symbol,dimension_symbol,draughting_annotation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_annotation/sys/4_info_reqs.htm#draughting_annotation_arm.dimension_symbol
通用符号,General_symbol,general_symbol,draughting_annotation,ap242,1,https://www.steptools.com/stds/smrl/data/modules/draughting_annotation/sys/4_info_reqs.htm#draughting_annotation_arm.general_symbol
几何公差符号,Geometric_tolerance_symbol,geometric_tolerance_symbol,draughting_annotation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_annotation/sys/4_info_reqs.htm#draughting_annotation_arm.geometric_tolerance_symbol
曲面条件符号,Surface_condition_symbol,surface_condition_symbol,draughting_annotation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_annotation/sys/4_info_reqs.htm#draughting_annotation_arm.surface_condition_symbol
终止符符号,Terminator_symbol,terminator_symbol,draughting_annotation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_annotation/sys/4_info_reqs.htm#draughting_annotation_arm.terminator_symbol
标注填充面积,Annotation_fill_area,annotation_fill_area,draughting_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element/sys/4_info_reqs.htm#draughting_element_arm.annotation_fill_area
标注平面,Annotation_plane,annotation_plane,draughting_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element/sys/4_info_reqs.htm#draughting_element_arm.annotation_plane
尺寸曲线,Dimension_curve,dimension_curve,draughting_element,ap242,1,https://www.steptools.com/stds/smrl/data/modules/draughting_element/sys/4_info_reqs.htm#draughting_element_arm.dimension_curve
尺寸曲线有向注记,Dimension_curve_directed_callout,dimension_curve_directed_callout,draughting_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element/sys/4_info_reqs.htm#draughting_element_arm.dimension_curve_directed_callout
制图注记,Draughting_callout,draughting_callout,draughting_element,ap242,5,https://www.steptools.com/stds/smrl/data/modules/draughting_element/sys/4_info_reqs.htm#draughting_element_arm.draughting_callout
填充面积,Fill_area,fill_area,draughting_element,ap242,1,https://www.steptools.com/stds/smrl/data/modules/draughting_element/sys/4_info_reqs.htm#draughting_element_arm.fill_area
通用标注曲线,Generic_annotation_curve,generic_annotation_curve,draughting_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element/sys/4_info_reqs.htm#draughting_element_arm.generic_annotation_curve
指引线,Leader,leader,draughting_element,ap242,2,https://www.steptools.com/stds/smrl/data/modules/draughting_element/sys/4_info_reqs.htm#draughting_element_arm.leader
指引线有向注记,Leader_directed_callout,leader_directed_callout,draughting_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element/sys/4_info_reqs.htm#draughting_element_arm.leader_directed_callout
投影曲线,Projection_curve,projection_curve,draughting_element,ap242,2,https://www.steptools.com/stds/smrl/data/modules/draughting_element/sys/4_info_reqs.htm#draughting_element_arm.projection_curve
投影有向注记,Projection_directed_callout,projection_directed_callout,draughting_element,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element/sys/4_info_reqs.htm#draughting_element_arm.projection_directed_callout
基准特征注记,Datum_feature_callout,datum_feature_callout,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.datum_feature_callout
基准目标注记,Datum_target_callout,datum_target_callout,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.datum_target_callout
尺寸,Dimension,dimension,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.dimension
尺寸注记,Dimension_callout,dimension_callout,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.dimension_callout
尺寸注记关系,Dimension_callout_relationship,dimension_callout_relationship,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.dimension_callout_relationship
尺寸前缀,Dimension_prefix,dimension_prefix,draughting_element_specialisations,ap242,1,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.dimension_prefix
尺寸序列副,Dimension_sequence_pair,dimension_sequence_pair,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.dimension_sequence_pair
尺寸后缀,Dimension_suffix,dimension_suffix,draughting_element_specialisations,ap242,1,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.dimension_suffix
尺寸值,Dimension_value,dimension_value,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.dimension_value
制图元素,Draughting_element,draughting_element,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.draughting_element
几何公差注记,Geometric_tolerance_callout,geometric_tolerance_callout,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.geometric_tolerance_callout
结构化尺寸注记,Structured_dimension_callout,structured_dimension_callout,draughting_element_specialisations,ap242,2,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.structured_dimension_callout
曲面条件注记,Surface_condition_callout,surface_condition_callout,draughting_element_specialisations,ap242,0,https://www.steptools.com/stds/smrl/data/modules/draughting_element_specialisations/sys/4_info_reqs.htm#draughting_element_specialisations_arm.surface_condition_callout
边基于线框形状表示,Edge_based_wireframe_shape_representation,edge_based_wireframe_shape_representation,edge_based_wireframe,ap242,1,https://www.steptools.com/stds/smrl/data/modules/edge_based_wireframe/sys/4_info_reqs.htm#edge_based_wireframe_arm.edge_based_wireframe_shape_representation
注明日期有效性,Dated_effectivity,dated_effectivity,effectivity,ap242,0,https://www.steptools.com/stds/smrl/data/modules/effectivity/sys/4_info_reqs.htm#effectivity_arm.dated_effectivity
有效性,Effectivity,effectivity,effectivity,ap242,3,https://www.steptools.com/stds/smrl/data/modules/effectivity/sys/4_info_reqs.htm#effectivity_arm.effectivity
有效性关系,Effectivity_relationship,effectivity_relationship,effectivity,ap242,0,https://www.steptools.com/stds/smrl/data/modules/effectivity/sys/4_info_reqs.htm#effectivity_arm.effectivity_relationship
批次有效性,Lot_effectivity,lot_effectivity,effectivity,ap242,0,https://www.steptools.com/stds/smrl/data/modules/effectivity/sys/4_info_reqs.htm#effectivity_arm.lot_effectivity
串行有效性,Serial_effectivity,serial_effectivity,effectivity,ap242,0,https://www.steptools.com/stds/smrl/data/modules/effectivity/sys/4_info_reqs.htm#effectivity_arm.serial_effectivity
时间区间有效性,Time_interval_effectivity,time_interval_effectivity,effectivity,ap242,0,https://www.steptools.com/stds/smrl/data/modules/effectivity/sys/4_info_reqs.htm#effectivity_arm.time_interval_effectivity
有效性赋值,Effectivity_assignment,effectivity_assignment,effectivity_application,ap242,1,https://www.steptools.com/stds/smrl/data/modules/effectivity_application/sys/4_info_reqs.htm#effectivity_application_arm.effectivity_assignment
无效性赋值,Ineffectivity_assignment,ineffectivity_assignment,effectivity_application,ap242,0,https://www.steptools.com/stds/smrl/data/modules/effectivity_application/sys/4_info_reqs.htm#effectivity_application_arm.ineffectivity_assignment
轴1放置,Axis1_placement,axis1_placement,elemental_geometric_shape,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.axis1_placement
轴放置,Axis_placement,axis_placement,elemental_geometric_shape,ap242,26,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.axis_placement
轴放置二维,Axis_placement_2d,axis_placement_2d,elemental_geometric_shape,ap242,2,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.axis_placement_2d
三维轴系布置,Axis_placement_3d,axis_placement_3d,elemental_geometric_shape,ap242,27,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.axis_placement_3d
笛卡儿点,Cartesian_point,cartesian_point,elemental_geometric_shape,ap242,21,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.cartesian_point
笛卡儿变换二维,Cartesian_transformation_2d,cartesian_transformation_2d,elemental_geometric_shape,ap242,1,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.cartesian_transformation_2d
笛卡儿变换三维,Cartesian_transformation_3d,cartesian_transformation_3d,elemental_geometric_shape,ap242,1,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.cartesian_transformation_3d
详细几何模型元素,Detailed_geometric_model_element,detailed_geometric_model_element,elemental_geometric_shape,ap242,5,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.detailed_geometric_model_element
方向,Direction,direction,elemental_geometric_shape,ap242,38,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.direction
几何坐标空间,Geometric_coordinate_space,geometric_coordinate_space,elemental_geometric_shape,ap242,4,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.geometric_coordinate_space
几何模型,Geometric_model,geometric_model,elemental_geometric_shape,ap242,18,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.geometric_model
几何运算符变换,Geometric_operator_transformation,geometric_operator_transformation,elemental_geometric_shape,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.geometric_operator_transformation
几何放置,Geometric_placement,geometric_placement,elemental_geometric_shape,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.geometric_placement
几何放置操作,Geometric_placement_operation,geometric_placement_operation,elemental_geometric_shape,ap242,7,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.geometric_placement_operation
点,Point,point,elemental_geometric_shape,ap242,4,https://www.steptools.com/stds/smrl/data/modules/elemental_geometric_shape/sys/4_info_reqs.htm#elemental_geometric_shape_arm.point
连接边集合,Connected_edge_set,connected_edge_set,elemental_topology,ap242,1,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.connected_edge_set
连接边子集合,Connected_edge_sub_set,connected_edge_sub_set,elemental_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.connected_edge_sub_set
连接面集合,Connected_face_set,connected_face_set,elemental_topology,ap242,4,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.connected_face_set
连接面子集合,Connected_face_sub_set,connected_face_sub_set,elemental_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.connected_face_sub_set
详细拓扑模型元素,Detailed_topological_model_element,detailed_topological_model_element,elemental_topology,ap242,3,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.detailed_topological_model_element
边,Edge,edge,elemental_topology,ap242,1,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.edge
边环,Edge_loop,edge_loop,elemental_topology,ap242,1,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.edge_loop
面,Face,face,elemental_topology,ap242,1,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.face
面界,Face_bound,face_bound,elemental_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.face_bound
面外界,Face_outer_bound,face_outer_bound,elemental_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.face_outer_bound
环,Loop,loop,elemental_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.loop
有向边,Oriented_edge,oriented_edge,elemental_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.oriented_edge
路径,Path,path,elemental_topology,ap242,1,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.path
子边,Subedge,subedge,elemental_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.subedge
子路径,Subpath,subpath,elemental_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.subpath
